Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Month
4498,CA-2018-155075,2018-12-02,2018-12-09,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,2018-12
4507,US-2015-138247,2015-12-24,2015-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,2015-12
4520,CA-2018-107167,2018-06-10,2018-06-14,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,2018-06
4546,CA-2016-126557,2016-07-12,2016-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,537.544,2016-07
4550,CA-2016-126557,2016-07-12,2016-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,659.168,2016-07
4574,CA-2017-139395,2017-12-12,2017-12-18,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,2017-12
4587,US-2018-163790,2018-11-02,2018-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,2018-11
4595,CA-2017-129868,2017-12-26,2017-12-31,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,2017-12
4608,CA-2016-135020,2016-05-28,2016-06-02,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,2016-05
4618,CA-2016-117800,2016-09-21,2016-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,2016-09
4619,CA-2016-117800,2016-09-21,2016-09-26,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,2016-09
4620,CA-2018-145219,2018-12-24,2018-12-25,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049.0,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,2018-12
4634,CA-2016-130456,2016-08-21,2016-08-26,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,2016-08
4640,CA-2017-102162,2017-09-11,2017-09-16,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602.0,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,2017-09
4643,CA-2018-130141,2018-10-22,2018-10-24,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525.0,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,2018-10
4645,CA-2016-147501,2016-08-02,2016-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2016-08
4662,CA-2016-112130,2016-05-03,2016-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,2016-05
4670,US-2018-133200,2018-05-06,2018-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,2018-05
4671,US-2018-133200,2018-05-06,2018-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,2018-05
4673,CA-2017-133550,2017-07-31,2017-08-06,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,2017-07
4683,CA-2017-127698,2017-12-01,2017-12-01,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,2017-12
4698,US-2016-138121,2016-12-17,2016-12-17,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,2016-12
4708,CA-2018-138149,2018-06-29,2018-06-30,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,2018-06
4717,CA-2018-143126,2018-12-03,2018-12-07,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115.0,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2018-12
4720,CA-2016-142601,2016-04-18,2016-04-20,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004.0,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,2016-04
4726,CA-2017-131968,2017-11-11,2017-11-15,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712.0,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,2017-11
4727,CA-2015-119151,2015-11-25,2015-11-29,Second Class,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009.0,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,2015-11
4735,CA-2017-120530,2017-04-07,2017-04-12,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,2017-04
4751,CA-2017-127649,2017-10-07,2017-10-09,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,2017-10
4759,CA-2015-121573,2015-11-03,2015-11-07,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,2015-11
4772,US-2015-167262,2015-10-31,2015-11-03,Second Class,AC-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323.0,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,2015-10
4781,CA-2015-159310,2015-11-07,2015-11-12,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,2015-11
4813,CA-2017-121370,2017-11-14,2017-11-19,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,2017-11
4851,CA-2015-107818,2015-09-08,2015-09-14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,2015-09
4861,CA-2017-101546,2017-12-18,2017-12-24,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,7960.0,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2017-12
4862,CA-2015-138940,2015-04-11,2015-04-16,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,78745.0,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,2015-04
4866,CA-2018-122490,2018-11-13,2018-11-18,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,2018-11
4867,CA-2018-122490,2018-11-13,2018-11-18,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,2018-11
4881,CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,2018-11
4882,CA-2018-143567,2018-11-02,2018-11-05,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,2018-11
4889,CA-2017-163167,2017-11-28,2017-12-01,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,2017-11
4890,CA-2017-163167,2017-11-28,2017-12-01,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062.0,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,2017-11
4897,CA-2017-135776,2017-12-23,2017-12-30,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103.0,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,2017-12
4905,US-2015-161613,2015-12-01,2015-12-03,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,2015-12
4924,CA-2018-114055,2018-12-25,2018-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,2018-12
4929,CA-2018-143245,2018-12-01,2018-12-06,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824.0,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,2018-12
4938,CA-2015-157147,2015-01-13,2015-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2015-01
4941,CA-2016-156482,2016-02-06,2016-02-13,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805.0,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,2016-02
4976,CA-2016-142202,2016-09-18,2016-09-23,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,2016-09
4979,CA-2016-165050,2016-12-07,2016-12-09,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,773.94,2016-12
4988,CA-2017-149279,2017-04-24,2017-04-28,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,2017-04
4991,CA-2018-107321,2018-08-31,2018-09-04,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110.0,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,2018-08
4992,US-2018-122714,2018-12-07,2018-12-13,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1889.99,2018-12
5006,CA-2016-158659,2016-11-10,2016-11-14,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374.0,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,2016-11
5007,CA-2016-169796,2016-11-09,2016-11-14,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035.0,East,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2321.9,2016-11
5010,CA-2016-102876,2016-09-07,2016-09-14,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,2016-09
5017,CA-2015-153850,2015-11-24,2015-11-29,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502.376,2015-11
5019,CA-2015-127558,2015-11-15,2015-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,2015-11
5023,CA-2017-133795,2017-12-18,2017-12-24,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,2017-12
5035,CA-2016-103954,2016-08-09,2016-08-13,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,2016-08
5036,CA-2015-169803,2015-04-06,2015-04-12,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,2015-04
5040,CA-2016-136469,2016-07-11,2016-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716.0,2016-07
5046,CA-2017-158694,2017-11-10,2017-11-13,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,2017-11
5056,CA-2016-141243,2016-01-03,2016-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,2016-01
5060,CA-2017-109722,2017-12-05,2017-12-07,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2017-12
5061,CA-2017-109722,2017-12-05,2017-12-07,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,2017-12
5067,CA-2018-142090,2018-11-30,2018-12-07,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217.0,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,2018-11
5069,CA-2015-124478,2015-08-08,2015-08-12,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,2015-08
5076,CA-2015-134572,2015-04-20,2015-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,2015-04
5119,CA-2016-127173,2016-09-26,2016-10-03,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572.0,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,2016-09
5127,CA-2015-160766,2015-09-14,2015-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,2015-09
5128,CA-2015-160766,2015-09-14,2015-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2015-09
5142,CA-2017-111213,2017-04-01,2017-04-05,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,2017-04
5149,CA-2018-128734,2018-12-24,2018-12-31,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,2018-12
5150,CA-2015-141796,2015-06-21,2015-06-21,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,2015-06
5157,CA-2018-163006,2018-06-30,2018-07-04,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2018-06
5158,CA-2018-163006,2018-06-30,2018-07-04,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,2018-06
5162,CA-2015-111192,2015-07-30,2015-08-05,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,2015-07
5168,CA-2015-121006,2015-11-10,2015-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,2015-11
5170,CA-2015-121006,2015-11-10,2015-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,2015-11
5171,CA-2017-122903,2017-05-27,2017-05-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,2017-05
5186,CA-2016-134719,2016-10-10,2016-10-15,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2016-10
5187,US-2016-154389,2016-11-27,2016-12-03,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002789,Technology,Phones,LG Exalt,748.752,2016-11
5189,CA-2016-115567,2016-09-13,2016-09-18,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201.0,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,2016-09
5199,CA-2017-103982,2017-03-03,2017-03-08,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,2017-03
5222,CA-2018-117401,2018-05-18,2018-05-22,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807.0,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,2018-05
5231,CA-2018-124436,2018-03-19,2018-03-22,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727.0,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,2018-03
5234,CA-2015-115084,2015-10-18,2015-10-22,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854.0,South,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,2015-10
5275,CA-2016-162887,2016-11-07,2016-11-09,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,0.0,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,2016-11
5291,CA-2015-146283,2015-09-08,2015-09-15,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,2015-09
5298,CA-2018-108791,2018-07-27,2018-07-31,Standard Class,TM-21490,Tony Molinari,Consumer,United States,Yonkers,New York,10701.0,East,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,2018-07
5301,CA-2017-113831,2017-05-30,2017-06-03,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,2017-05
5302,CA-2017-113831,2017-05-30,2017-06-03,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,2017-05
5311,CA-2018-131254,2018-11-19,2018-11-21,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,2018-11
5321,US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,2018-10
5342,CA-2016-146486,2016-11-09,2016-11-14,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,2016-11
5346,CA-2018-108539,2018-03-21,2018-03-23,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045.0,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,2018-03
5362,CA-2018-100951,2018-06-09,2018-06-10,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,2018-06
5386,CA-2018-161410,2018-06-26,2018-07-03,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,2018-06
5395,US-2015-123183,2015-11-19,2015-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805.0,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,2015-11
5400,CA-2017-117681,2017-04-09,2017-04-14,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004.0,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,2017-04
5426,CA-2017-153598,2017-12-03,2017-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,2017-12
5428,US-2017-108497,2017-06-14,2017-06-14,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,2017-06
5435,CA-2016-160171,2016-10-19,2016-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008.0,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,2016-10
5440,CA-2017-167115,2017-04-04,2017-04-09,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2017-04
5460,CA-2018-116680,2018-09-04,2018-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,2018-09
5469,CA-2015-132451,2015-09-26,2015-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,2015-09
5475,CA-2018-121741,2018-12-26,2018-12-26,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2018-12
5501,CA-2018-164378,2018-07-15,2018-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,2018-07
5506,CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,2018-11
5517,US-2017-138408,2017-11-18,2017-11-21,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,2017-11
5531,CA-2018-160885,2018-12-02,2018-12-06,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104.0,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,2018-12
